Product_Name,Product_Subcategory,Product_size,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Product_Weight,Product_price,desc
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.96kg,31914,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.96kg, Price ₹31914"
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.2kg,77202,"Asus , Gaming, 16GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1060,2.2kg, Price ₹77202"
Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.21kg,87858,"Dell , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 8550U 1.8GHz, Intel UHD Graphics 620,1.21kg, Price ₹87858"
Asus,Gaming,15.6,Full HD 1920x1080,AMD FX 9830P 3GHz,8GB,1TB HDD,AMD Radeon RX 560,Windows 10,2.45kg,37242,"Asus , Gaming, 8GB RAM, 1TB HDD, AMD FX 9830P 3GHz, AMD Radeon RX 560,2.45kg, Price ₹37242"
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Nvidia GeForce MX150,Windows 10,2.2kg,36709,"Acer , Notebook, 8GB RAM, 1TB HDD, Intel Core i7 8550U 1.8GHz, Nvidia GeForce MX150,2.2kg, Price ₹36709"
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.49kg,63776,"HP , Notebook, 16GB RAM, 512GB SSD, Intel Core i7 8550U 1.8GHz, Intel UHD Graphics 620,1.49kg, Price ₹63776"
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1060,Windows 10,2.65kg,63669,"Dell , Gaming, 8GB RAM, 256GB SSD, Intel Core i5 7300HQ 2.5GHz, Nvidia GeForce GTX 1060,2.65kg, Price ₹63669"
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.25kg,55890,"Asus , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.25kg, Price ₹55890"
Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.5kg,45128,"Acer , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 8250U 1.6GHz, Intel UHD Graphics 620,1.5kg, Price ₹45128"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,Linux,2.2kg,31962,"Dell , Notebook, 8GB RAM, 1TB HDD, Intel Core i7 7500U 2.7GHz, AMD Radeon R5 M430,2.2kg, Price ₹31962"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,256GB SSD,AMD Radeon R5 M430,Linux,2.2kg,25840,"Dell , Notebook, 4GB RAM, 256GB SSD, Intel Core i3 6006U 2GHz, AMD Radeon R5 M430,2.2kg, Price ₹25840"
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,6GB,256GB SSD,Nvidia GeForce 920M,Windows 10,2kg,30742,"Asus , Notebook, 6GB RAM, 256GB SSD, Intel Core i3 7100U 2.4GHz, Nvidia GeForce 920M,2kg, Price ₹30742"
HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62kg,66546,"HP , Gaming, 12GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,2.62kg, Price ₹66546"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon 530,Windows 10,1.91kg,38308,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, AMD Radeon 530,1.91kg, Price ₹38308"
HP,Notebook,15.6,Full HD 1920x1080,AMD E-Series E2-9000e 1.5GHz,4GB,500GB HDD,AMD Radeon R2,Windows 10,2.1kg,18594,"HP , Notebook, 4GB RAM, 500GB HDD, AMD E-Series E2-9000e 1.5GHz, AMD Radeon R2,2.1kg, Price ₹18594"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,AMD Radeon 520,Linux,2.2kg,34472,"Dell , Notebook, 8GB RAM, 1TB HDD, Intel Core i5 8250U 1.6GHz, AMD Radeon 520,2.2kg, Price ₹34472"
HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows 10,1.38kg,59620,"HP , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Nvidia GeForce MX150,1.38kg, Price ₹59620"
Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10 S,1.252kg,71395,"Microsoft , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.252kg, Price ₹71395"
HP,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.58kg,35111,"HP , Notebook, 6GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Nvidia GeForce 940MX,1.58kg, Price ₹35111"
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,1.85kg,22105,"Lenovo , Notebook, 4GB RAM, 1TB HDD, Intel Core i3 6006U 2GHz, Intel HD Graphics 520,1.85kg, Price ₹22105"
Asus,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.3kg,63563,"Asus , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Nvidia GeForce 940MX,1.3kg, Price ₹63563"
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2kg,69210,"MSI , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050 Ti,2.2kg, Price ₹69210"
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.58kg,78854,"Lenovo , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.58kg, Price ₹78854"
Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce MX150,Windows 10,1.5kg,67239,"Asus , Ultrabook, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 8550U 1.8GHz, Nvidia GeForce MX150,1.5kg, Price ₹67239"
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.23kg,73473,"Dell , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 7560U 2.4GHz, Intel Iris Plus Graphics 640,1.23kg, Price ₹73473"
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.37kg,74538,"Lenovo , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.37kg, Price ₹74538"
HP,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel UHD Graphics 620,Windows 10,1.63kg,38468,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 8250U 1.6GHz, Intel UHD Graphics 620,1.63kg, Price ₹38468"
Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.21kg,86793,"Dell , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 8250U 1.6GHz, Intel UHD Graphics 620,1.21kg, Price ₹86793"
HP,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.26kg,74538,"HP , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 8250U 1.6GHz, Intel UHD Graphics 620,1.26kg, Price ₹74538"
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.63kg,57755,"HP , Notebook, 8GB RAM, 512GB SSD, Intel Core i7 8550U 1.8GHz, Intel UHD Graphics 620,1.63kg, Price ₹57755"
Dell,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.16kg,60223,"Dell , Notebook, 8GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 8550U 1.8GHz, Nvidia GeForce 940MX,2.16kg, Price ₹60223"
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2kg,30049,"Asus , Notebook, 4GB RAM, 1TB HDD, Intel Core i3 6006U 2GHz, Nvidia GeForce 920MX,2kg, Price ₹30049"
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7kg,59567,"Asus , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 8550U 1.8GHz, Nvidia GeForce 940MX,1.7kg, Price ₹59567"
Acer,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.1kg,25521,"Acer , Notebook, 6GB RAM, 1TB HDD, Intel Core i3 7100U 2.4GHz, Intel HD Graphics 620,2.1kg, Price ₹25521"
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Windows 10,1.8kg,119427,"MSI , Gaming, 16GB RAM, 256GB SSD +  2TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1070,1.8kg, Price ₹119427"
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 940MX,No OS,2.2kg,33513,"Lenovo , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Nvidia GeForce 940MX,2.2kg, Price ₹33513"
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Nvidia GeForce 930MX ,Windows 10,2.5kg,67718,"HP , Notebook, 16GB RAM, 512GB SSD, Intel Core i7 8550U 1.8GHz, Nvidia GeForce 930MX ,2.5kg, Price ₹67718"
Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMD Radeon R5,Windows 10,2.1kg,24029,"Acer , Notebook, 4GB RAM, 256GB SSD, AMD A9-Series 9420 3GHz, AMD Radeon R5,2.1kg, Price ₹24029"
HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,No OS,1.86kg,13799,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Celeron Dual Core N3060 1.6GHz, Intel HD Graphics 400,1.86kg, Price ₹13799"
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,1.63kg,43263,"HP , Notebook, 8GB RAM, 1TB HDD, Intel Core i5 8250U 1.6GHz, Intel UHD Graphics 620,1.63kg, Price ₹43263"
Asus,Notebook,14.0,1366x768,AMD E-Series 6110 1.5GHz,4GB,64GB SSD,AMD Radeon R2,Windows 10 S,1.65kg,14811,"Asus , Notebook, 4GB RAM, 64GB SSD, AMD E-Series 6110 1.5GHz, AMD Radeon R2,1.65kg, Price ₹14811"
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.8kg,74378,"Dell , Notebook, 16GB RAM, 256GB SSD +  2TB HDD, Intel Core i7 8550U 1.8GHz, AMD Radeon 530,2.8kg, Price ₹74378"
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,2.5kg,49443,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 8250U 1.6GHz, Intel UHD Graphics 620,2.5kg, Price ₹49443"
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36kg,34045,"Dell , Notebook, 8GB RAM, 1TB HDD, Intel Core i5 7200U 2.5GHz, AMD Radeon R7 M445,2.36kg, Price ₹34045"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,Windows 10,2.2kg,23922,"Dell , Notebook, 4GB RAM, 1TB HDD, Intel Core i3 6006U 2GHz, AMD Radeon R5 M430,2.2kg, Price ₹23922"
Acer,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6kg,47099,"Acer , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 8550U 1.8GHz, Intel UHD Graphics 620,1.6kg, Price ₹47099"
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,256GB SSD,Nvidia GeForce MX130,Windows 10,2.2kg,30476,"Acer , Notebook, 4GB RAM, 256GB SSD, Intel Core i3 7130U 2.7GHz, Nvidia GeForce MX130,2.2kg, Price ₹30476"
HP,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.05kg,31861,"HP , Notebook, 8GB RAM, 1TB HDD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,2.05kg, Price ₹31861"
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.63kg,52640,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 8550U 1.8GHz, Intel UHD Graphics 620,1.63kg, Price ₹52640"
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,No OS,1.9kg,13445,"Lenovo , Notebook, 4GB RAM, 1TB HDD, Intel Celeron Dual Core N3350 1.1GHz, Intel HD Graphics 500,1.9kg, Price ₹13445"
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3kg,49976,"Asus , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i5 7300HQ 2.5GHz, Nvidia GeForce GTX 1050,3kg, Price ₹49976"
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920MX,No OS,2.2kg,26586,"Lenovo , Notebook, 4GB RAM, 1TB HDD, Intel Core i5 7200U 2.5GHz, Nvidia GeForce 920MX,2.2kg, Price ₹26586"
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,37242,"HP , Notebook, 4GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.32kg, Price ₹37242"
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,Nvidia GeForce MX130,Windows 10,3kg,34898,"Acer , Notebook, 4GB RAM, 1TB HDD, Intel Core i3 7130U 2.7GHz, Nvidia GeForce MX130,3kg, Price ₹34898"
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon RX 550,Windows 10,1.75kg,59461,"Lenovo , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 8250U 1.6GHz, AMD Radeon RX 550,1.75kg, Price ₹59461"
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050M,No OS,2.4kg,46300,"Lenovo , Gaming, 8GB RAM, 256GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050M,2.4kg, Price ₹46300"
Toshiba,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,32074,"Toshiba , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,2.1kg, Price ₹32074"
HP,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4GB,256GB SSD,AMD Radeon R4 Graphics,Windows 10,1.86kg,19660,"HP , Notebook, 4GB RAM, 256GB SSD, AMD A6-Series 9220 2.5GHz, AMD Radeon R4 Graphics,1.86kg, Price ₹19660"
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.25kg,58554,"Asus , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 8550U 1.8GHz, Intel UHD Graphics 620,1.25kg, Price ₹58554"
HP,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,0.97kg,107305,"HP , Ultrabook, 8GB RAM, 512GB SSD, Intel Core M 6Y75 1.2GHz, Intel HD Graphics 515,0.97kg, Price ₹107305"
Asus,Notebook,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2kg,18328,"Asus , Notebook, 4GB RAM, 1TB HDD, Intel Celeron Dual Core N3350 1.1GHz, Intel HD Graphics 500,2kg, Price ₹18328"
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,108105,"MSI , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1070,2.9kg, Price ₹108105"
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.1kg,23816,"Acer , Notebook, 4GB RAM, 1TB HDD, Intel Core i3 6006U 2GHz, Intel HD Graphics 520,2.1kg, Price ₹23816"
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.56kg,66560,"Dell , Gaming, 16GB RAM, 512GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,2.56kg, Price ₹66560"
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1.0TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.62kg,47898,"Dell , Gaming, 8GB RAM, 1.0TB Hybrid, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,2.62kg, Price ₹47898"
Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,26533,"Lenovo , Notebook, 4GB RAM, 128GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.9kg, Price ₹26533"
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.8kg,100699,"MSI , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1060,2.8kg, Price ₹100699"
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,57648,"HP , Ultrabook, 4GB RAM, 256GB SSD, Intel Core i5 7500U 2.7GHz, Intel HD Graphics 620,1.48kg, Price ₹57648"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,6GB,256GB SSD,AMD Radeon 520,Windows 10,1.91kg,32980,"HP , Notebook, 6GB RAM, 256GB SSD, Intel Core i5 8250U 1.6GHz, AMD Radeon 520,1.91kg, Price ₹32980"
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.74kg,33513,"Lenovo , 2 in 1 Convertible, 4GB RAM, 256GB SSD, Intel Core i3 7100U 2.4GHz, Intel HD Graphics 620,1.74kg, Price ₹33513"
Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,70063,"Asus , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 8250U 1.6GHz, Intel HD Graphics 620,1.1kg, Price ₹70063"
Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.56kg,55890,"Dell , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i7 8550U 1.8GHz, Intel UHD Graphics 620,1.56kg, Price ₹55890"
Toshiba,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,23816,"Toshiba , Notebook, 4GB RAM, 500GB HDD, Intel Core i3 6006U 2.2GHz, Intel HD Graphics 520,2.1kg, Price ₹23816"
Asus,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,1TB HDD,AMD Radeon R5 M420,Windows 10,2.03kg,21471,"Asus , Notebook, 4GB RAM, 1TB HDD, AMD A9-Series 9420 3GHz, AMD Radeon R5 M420,2.03kg, Price ₹21471"
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Nvidia GeForce MX150,Windows 10,3kg,42890,"Acer , Notebook, 4GB RAM, 256GB SSD, Intel Core i5 8250U 1.6GHz, Nvidia GeForce MX150,3kg, Price ₹42890"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon 520,Windows 10,2.13kg,38787,"Dell , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 8250U 1.6GHz, AMD Radeon 520,2.13kg, Price ₹38787"
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,57489,"Lenovo , Gaming, 16GB RAM, 256GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050 Ti,2.5kg, Price ₹57489"
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2.1kg,18541,"Acer , Notebook, 4GB RAM, 1TB HDD, Intel Celeron Dual Core N3350 1.1GHz, Intel HD Graphics 500,2.1kg, Price ₹18541"
MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.4kg,95850,"MSI , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1060,2.4kg, Price ₹95850"
Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Windows 10,2.1kg,19367,"Acer , Notebook, 4GB RAM, 1TB HDD, Intel Pentium Quad Core N4200 1.1GHz, Intel HD Graphics 505,2.1kg, Price ₹19367"
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56kg,56502,"Dell , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,2.56kg, Price ₹56502"
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows 10,3kg,45501,"Acer , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 8250U 1.6GHz, Nvidia GeForce MX150,3kg, Price ₹45501"
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel UHD Graphics 620,Windows 10,1.49kg,40173,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 8250U 1.6GHz, Intel UHD Graphics 620,1.49kg, Price ₹40173"
Huawei,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,71874,"Huawei , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.05kg, Price ₹71874"
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,2TB HDD,AMD Radeon 520,Windows 10,2.71kg,37242,"HP , Notebook, 6GB RAM, 2TB HDD, Intel Core i5 7200U 2.5GHz, AMD Radeon 520,2.71kg, Price ₹37242"
Lenovo,Notebook,15.6,1366x768,AMD A6-Series 9220 2.9GHz,4GB,500GB HDD,AMD Radeon R4 Graphics,No OS,2.2kg,16463,"Lenovo , Notebook, 4GB RAM, 500GB HDD, AMD A6-Series 9220 2.9GHz, AMD Radeon R4 Graphics,2.2kg, Price ₹16463"
